Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","25","Solomon Islands","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","475.26","X","International reliable sources",""
"OA","Annual population","25","Solomon Islands","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","148.021","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","201","Somalia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","13797.201","X","International reliable sources",""
"OA","Annual population","201","Somalia","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","7893.535","X","International reliable sources",""
"OA","Annual population","201","Somalia","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","6014.594","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","201","Somalia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","15008.226","X","International reliable sources",""
"OA","Annual population","201","Somalia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","8354.51","X","International reliable sources",""
"OA","Annual population","201","Somalia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","6827.415","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","202","South Africa","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","55386.367","X","International reliable sources",""
"OA","Annual population","202","South Africa","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","19446.876","X","International reliable sources",""
"OA","Annual population","202","South Africa","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","35844.349","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","202","South Africa","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","57792.518","X","International reliable sources",""
"OA","Annual population","202","South Africa","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","19311.652","X","International reliable sources",""
"OA","Annual population","202","South Africa","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","38086.769","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","277","South Sudan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","10715.658","X","International reliable sources",""
"OA","Annual population","277","South Sudan","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","9642.116","X","International reliable sources",""
"OA","Annual population","277","South Sudan","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","2240.02","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","277","South Sudan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","10975.927","X","International reliable sources",""
"OA","Annual population","277","South Sudan","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","10384.989","X","International reliable sources",""
"OA","Annual population","277","South Sudan","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2534.064","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","203","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","46671.926","X","International reliable sources",""
"OA","Annual population","203","Spain","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","9464.206","X","International reliable sources",""
"OA","Annual population","203","Spain","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","36933.458","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","203","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","46692.858","X","International reliable sources",""
"OA","Annual population","203","Spain","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","9130.38","X","International reliable sources",""
"OA","Annual population","203","Spain","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","37267.072","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","38","Sri Lanka","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","20908.027","X","International reliable sources",""
"OA","Annual population","38","Sri Lanka","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","16932.569","X","International reliable sources",""
"OA","Annual population","38","Sri Lanka","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","3781.471","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","38","Sri Lanka","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","21228.763","X","International reliable sources",""
"OA","Annual population","38","Sri Lanka","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","17079.399","X","International reliable sources",""
"OA","Annual population","38","Sri Lanka","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","3870.642","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","276","Sudan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","38902.95","X","International reliable sources",""
"OA","Annual population","276","Sudan","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","25548.489","X","International reliable sources",""
"OA","Annual population","276","Sudan","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","13099.314","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","276","Sudan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","41801.533","X","International reliable sources",""
"OA","Annual population","276","Sudan","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","27131.309","X","International reliable sources",""
"OA","Annual population","276","Sudan","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","14380.217","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","207","Suriname","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","559.143","X","International reliable sources",""
"OA","Annual population","207","Suriname","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","187.781","X","International reliable sources",""
"OA","Annual population","207","Suriname","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","365.427","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","207","Suriname","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","575.99","X","International reliable sources",""
"OA","Annual population","207","Suriname","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","192.884","X","International reliable sources",""
"OA","Annual population","207","Suriname","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","375.417","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","210","Sweden","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","9764.95","X","International reliable sources",""
"OA","Annual population","210","Sweden","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","1312.954","X","International reliable sources",""
"OA","Annual population","210","Sweden","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","8450.611","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","210","Sweden","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","9971.638","X","International reliable sources",""
"OA","Annual population","210","Sweden","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1254.718","X","International reliable sources",""
"OA","Annual population","210","Sweden","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","8727.991","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","211","Switzerland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","8296.775","X","International reliable sources",""
"OA","Annual population","211","Switzerland","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","2186.643","X","International reliable sources",""
"OA","Annual population","211","Switzerland","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","6133.126","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","211","Switzerland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","8525.611","X","International reliable sources",""
"OA","Annual population","211","Switzerland","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2238.762","X","International reliable sources",""
"OA","Annual population","211","Switzerland","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","6305.272","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","212","Syrian Arab Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","17997.408","X","International reliable sources",""
"OA","Annual population","212","Syrian Arab Republic","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","8961.409","X","International reliable sources",""
"OA","Annual population","212","Syrian Arab Republic","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","9773.578","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","212","Syrian Arab Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","16945.057","X","International reliable sources",""
"OA","Annual population","212","Syrian Arab Republic","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","8381.17","X","International reliable sources",""
"OA","Annual population","212","Syrian Arab Republic","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","9903.237","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","208","Tajikistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","8454.028","X","International reliable sources",""
"OA","Annual population","208","Tajikistan","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","6262.55","X","International reliable sources",""
"OA","Annual population","208","Tajikistan","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","2286.101","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","208","Tajikistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","9100.835","X","International reliable sources",""
"OA","Annual population","208","Tajikistan","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","6636.026","X","International reliable sources",""
"OA","Annual population","208","Tajikistan","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2471.185","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","216","Thailand","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","68714.511","X","International reliable sources",""
"OA","Annual population","216","Thailand","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","35911.92","X","International reliable sources",""
"OA","Annual population","216","Thailand","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","32745.68","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","216","Thailand","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","69428.453","X","International reliable sources",""
"OA","Annual population","216","Thailand","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","34627.095","X","International reliable sources",""
"OA","Annual population","216","Thailand","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","34556.078","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","176","Timor-Leste","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","1196.302","X","International reliable sources",""
"OA","Annual population","176","Timor-Leste","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","875.011","X","International reliable sources",""
"OA","Annual population","176","Timor-Leste","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","365.966","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","176","Timor-Leste","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","1267.974","X","International reliable sources",""
"OA","Annual population","176","Timor-Leste","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","919.214","X","International reliable sources",""
"OA","Annual population","176","Timor-Leste","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","404.88","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","217","Togo","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","7323.158","X","International reliable sources",""
"OA","Annual population","217","Togo","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","4442.664","X","International reliable sources",""
"OA","Annual population","217","Togo","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","2974.138","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","217","Togo","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","7889.093","X","International reliable sources",""
"OA","Annual population","217","Togo","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","4658.578","X","International reliable sources",""
"OA","Annual population","217","Togo","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","3332.348","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","218","Tokelau","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","1.252","X","International reliable sources","UNDESA, Population Division ? World Population Prospects, the 2017 Revision"
"OA","Annual population","218","Tokelau","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","1.252","X","International reliable sources",""
"OA","Annual population","218","Tokelau","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","0","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","218","Tokelau","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","1.319","X","International reliable sources","UNDESA, Population Division ? World Population Prospects, the 2017 Revision"
"OA","Annual population","218","Tokelau","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1.319","X","International reliable sources",""
"OA","Annual population","218","Tokelau","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","0","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","219","Tonga","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","100.781","X","International reliable sources",""
"OA","Annual population","219","Tonga","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","81.608","X","International reliable sources",""
"OA","Annual population","219","Tonga","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","24.756","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","219","Tonga","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","103.197","X","International reliable sources",""
"OA","Annual population","219","Tonga","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","83.793","X","International reliable sources",""
"OA","Annual population","219","Tonga","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","25.215","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","220","Trinidad and Tobago","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","1370.328","X","International reliable sources",""
"OA","Annual population","220","Trinidad and Tobago","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","634.898","X","International reliable sources",""
"OA","Annual population","220","Trinidad and Tobago","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","725.194","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","220","Trinidad and Tobago","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","1389.843","X","International reliable sources",""
"OA","Annual population","220","Trinidad and Tobago","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","642.593","X","International reliable sources",""
"OA","Annual population","220","Trinidad and Tobago","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","730.005","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","222","Tunisia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","11179.949","X","International reliable sources",""
"OA","Annual population","222","Tunisia","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","3601.278","X","International reliable sources",""
"OA","Annual population","222","Tunisia","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","7672.383","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","222","Tunisia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","11565.201","X","International reliable sources",""
"OA","Annual population","222","Tunisia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","3620.748","X","International reliable sources",""
"OA","Annual population","222","Tunisia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","8038.426","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","223","Turkey","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","78529.409","X","International reliable sources",""
"OA","Annual population","223","Turkey","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","20654.742","X","International reliable sources",""
"OA","Annual population","223","Turkey","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","57616.73","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","223","Turkey","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","82340.088","X","International reliable sources",""
"OA","Annual population","223","Turkey","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","20362.183","X","International reliable sources",""
"OA","Annual population","223","Turkey","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","61554.688","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","213","Turkmenistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","5565.287","X","International reliable sources",""
"OA","Annual population","213","Turkmenistan","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","2764.99","X","International reliable sources",""
"OA","Annual population","213","Turkmenistan","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","2800.294","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","213","Turkmenistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","5850.901","X","International reliable sources",""
"OA","Annual population","213","Turkmenistan","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2832.499","X","International reliable sources",""
"OA","Annual population","213","Turkmenistan","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","3018.967","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","224","Turks and Caicos Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","35.981","X","International reliable sources",""
"OA","Annual population","224","Turks and Caicos Islands","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","2.68","X","International reliable sources",""
"OA","Annual population","224","Turks and Caicos Islands","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","31.659","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","224","Turks and Caicos Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","37.665","X","International reliable sources",""
"OA","Annual population","224","Turks and Caicos Islands","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2.482","X","International reliable sources",""
"OA","Annual population","224","Turks and Caicos Islands","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","33.481","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","227","Tuvalu","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","11.099","X","International reliable sources",""
"OA","Annual population","227","Tuvalu","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","4.43","X","International reliable sources",""
"OA","Annual population","227","Tuvalu","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","6.571","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","227","Tuvalu","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","11.508","X","International reliable sources",""
"OA","Annual population","227","Tuvalu","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","4.245","X","International reliable sources",""
"OA","Annual population","227","Tuvalu","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","7.042","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","226","Uganda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","38225.453","X","International reliable sources",""
"OA","Annual population","226","Uganda","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","31289.039","X","International reliable sources",""
"OA","Annual population","226","Uganda","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","8855.831","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","226","Uganda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","42729.036","X","International reliable sources",""
"OA","Annual population","226","Uganda","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","33745.48","X","International reliable sources",""
"OA","Annual population","226","Uganda","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","10525.083","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","230","Ukraine","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","44921.639","X","International reliable sources",""
"OA","Annual population","230","Ukraine","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","13816.73","X","International reliable sources",""
"OA","Annual population","230","Ukraine","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","30840.974","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","230","Ukraine","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","44246.156","X","International reliable sources",""
"OA","Annual population","230","Ukraine","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","13487.744","X","International reliable sources",""
"OA","Annual population","230","Ukraine","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","30521.47","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","225","United Arab Emirates","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","9262.9","X","International reliable sources",""
"OA","Annual population","225","United Arab Emirates","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","1311.419","X","International reliable sources",""
"OA","Annual population","225","United Arab Emirates","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","7842.883","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","225","United Arab Emirates","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","9630.959","X","International reliable sources",""
"OA","Annual population","225","United Arab Emirates","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1285.972","X","International reliable sources",""
"OA","Annual population","225","United Arab Emirates","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","8255.643","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","229","United Kingdom of Great Britain and Northern Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","65860.146","X","International reliable sources",""
"OA","Annual population","229","United Kingdom of Great Britain and Northern Ireland","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","11361.769","X","International reliable sources",""
"OA","Annual population","229","United Kingdom of Great Britain and Northern Ireland","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","54035.311","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","229","United Kingdom of Great Britain and Northern Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","67141.684","X","International reliable sources",""
"OA","Annual population","229","United Kingdom of Great Britain and Northern Ireland","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","11052.278","X","International reliable sources",""
"OA","Annual population","229","United Kingdom of Great Britain and Northern Ireland","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","55521.226","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","215","United Republic of Tanzania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","51482.633","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","36844.744","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","17035.213","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","215","United Republic of Tanzania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","56313.438","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","39132.847","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","19958.545","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","231","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","320878.31","X","International reliable sources",""
"OA","Annual population","231","United States of America","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","58641.351","X","International reliable sources",""
"OA","Annual population","231","United States of America","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","261287.811","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","231","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","327096.265","X","International reliable sources",""
"OA","Annual population","231","United States of America","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","57980.034","X","International reliable sources",""
"OA","Annual population","231","United States of America","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","268786.714","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","240","United States Virgin Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","104.958","X","International reliable sources",""
"OA","Annual population","240","United States Virgin Islands","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","4.882","X","International reliable sources",""
